year,month,city,hotel_name,total_rooms,rooms_used,occupancy_rate,avg_price,room_revenue,food_revenue,total_revenue,employees,individual_guests,group_guests,total_guests,domestic_guests,japan_guests,korea_guests,hk_mo_guests,usa_guests,domestic_ratio,international_ratio,individual_ratio,revpar,star_rank,star_rating,has_star
2023,1,桃園市,台北諾富特華航桃園機場飯店,476.0,7148,48.441312008674444,4149.745803021824,29662383,18904528,49959459,226,11120,233,11353,6278,421,254,52,881,0.5529815907689597,0.4470184092310403,0.979476790275698,2010.1913120086747,4.0,四星級,1
2023,1,桃園市,名人堂花園大飯店,128.0,2714,68.39717741935483,7150.490420044215,19406431,33192308,64987853,409,7929,450,8379,8296,20,0,0,42,0.990094283327366,0.009905716672633957,0.9462943071965628,4890.733618951613,,無星等/未評鑑,0
2023,1,桃園市,和逸飯店桃園青埔館,218.0,6758,100.0,4375.77286179343,29571473,0,30289995,176,11283,0,11283,10797,29,44,30,0,0.9569263493751662,0.043073650624833815,1.0,4375.77286179343,4.0,四星級,1
2023,1,桃園市,尊爵大飯店,218.0,2222,32.87955016277005,2883.393339333933,6406900,15293466,22572444,80,1549,1401,2950,1092,86,453,6,92,0.3701694915254237,0.6298305084745763,0.5250847457627119,948.0467593962709,3.0,三星級,1
2023,1,桃園市,尊爵天際大飯店,250.0,2451,31.6258064516129,2686.226030191759,6583940,4750297,11700690,64,1729,2161,3890,1012,111,616,0,124,0.2601542416452442,0.7398457583547557,0.44447300771208226,849.5406451612904,3.0,三星級,1
2023,1,桃園市,桃園喜來登酒店,189.0,1672,28.53729305342209,3916.955741626794,6549150,13447083,21330611,127,3208,68,3276,1903,68,41,32,664,0.5808913308913309,0.41910866910866906,0.9792429792429792,1117.7931387608808,4.0,四星級,1
2023,1,桃園市,福容大飯店   桃園,182.0,3914,69.37256292095002,2753.981604496679,10779084,83504270,94499593,64,4600,785,5385,2558,317,193,5,115,0.47502321262766944,0.5249767873723306,0.8542246982358404,1910.5076214108476,3.0,三星級,1
2023,1,澎湖縣,寶華大飯店,74.0,58,2.528334786399302,1528.844827586207,88673,0,90673,14,95,10,105,103,0,0,0,2,0.9809523809523809,0.01904761904761909,0.9047619047619048,38.6543156059285,,無星等/未評鑑,0
2023,1,澎湖縣,澎湖福朋喜來登酒店,331.0,2491,24.276386317123087,2763.216378964271,6883172,13816418,22701889,189,6266,434,6700,6546,8,4,0,16,0.9770149253731343,0.02298507462686572,0.9352238805970149,670.8090829353863,5.0,五星級,1
2023,1,花蓮縣,太魯閣晶英酒店,160.0,3691,74.41532258064515,13533.42833920347,49951884,12949898,70844929,190,8027,2675,10702,10533,5,7,0,44,0.9842085591478228,0.015791440852177208,0.7500467202392076,10070.94435483871,5.0,五星級,1
2023,1,花蓮縣,東旭觀海酒店,168.0,862,16.551459293394778,4531.455916473318,3906115,450889,4357004,27,1424,889,2313,2313,0,0,0,0,1.0,0.0,0.6156506701253783,750.0220814132106,,無星等/未評鑑,0
