date,year,month,horizon,city,hotel_name,actual_occupancy,predicted_occupancy,error,absolute_error
2026-05-01,2026,5,5,新竹市,新竹國賓大飯店,67.57,67.58620498022383,0.016204980223832877,0.016204980223832877
2026-05-01,2026,5,5,屏東縣,墾丁怡灣渡假酒店,47.31,47.424906606793485,0.11490660679348252,0.11490660679348252
2026-05-01,2026,5,5,新北市,碧特弗大飯店,18.12,15.289760631978446,-2.830239368021555,2.830239368021555
2026-05-01,2026,5,5,屏東縣,凱撒大飯店,80.13,61.375734552687845,-18.75426544731215,18.75426544731215
2026-05-01,2026,5,5,嘉義市,鈺通大飯店,43.47,39.439127397827086,-4.030872602172913,4.030872602172913
2026-05-01,2026,5,5,宜蘭縣,蘭城晶英酒店,53.75,66.05986871891923,12.309868718919233,12.309868718919233
2026-05-01,2026,5,5,宜蘭縣,綠舞國際觀光飯店,40.66,49.735076219018126,9.075076219018129,9.075076219018129
2026-05-01,2026,5,5,宜蘭縣,礁溪麒麟酒店,67.65,71.0100475536022,3.3600475536022003,3.3600475536022003
2026-05-01,2026,5,5,宜蘭縣,礁溪老爺酒店,71.87,74.54155221109929,2.671552211099282,2.671552211099282
2026-05-01,2026,5,5,宜蘭縣,悅川酒店,73.94,67.5412891371571,-6.398710862842904,6.398710862842904
2026-05-01,2026,5,5,宜蘭縣,幼獅大飯店,10.96,13.240231258821357,2.280231258821356,2.280231258821356
2026-05-01,2026,5,5,宜蘭縣,山泉大飯店,49.09,65.12815870417705,16.03815870417705,16.03815870417705
2026-05-01,2026,5,5,宜蘭縣,凱渡廣場酒店,42.73,31.76094796036691,-10.969052039633088,10.969052039633088
2026-05-01,2026,5,5,基隆市,長榮桂冠酒店(基隆),85.76,82.69092042133241,-3.0690795786675977,3.0690795786675977
2026-05-01,2026,5,5,嘉義縣,阿里山賓館(現代館),42.23,52.81767062318424,10.587670623184245,10.587670623184245
2026-05-01,2026,5,5,嘉義縣,阿里山賓館(歷史館),43.13,32.070218121426215,-11.059781878573787,11.059781878573787
2026-05-01,2026,5,5,嘉義縣,名都觀光渡假大飯店,19.95,23.670016902761937,3.7200169027619374,3.7200169027619374
2026-05-01,2026,5,5,宜蘭縣,長榮鳳凰酒店(礁溪),57.79,60.63673794672008,2.846737946720083,2.846737946720083
2026-05-01,2026,5,5,新竹市,新竹老爺大酒店,74.78,71.31817483865257,-3.4618251613474342,3.4618251613474342
2026-05-01,2026,5,5,高雄市,高雄福華大飯店,77.86,84.04463266936942,6.184632669369421,6.184632669369421
2026-05-01,2026,5,5,新竹縣,豐邑喜來登大飯店,58.48,51.80200269038296,-6.677997309617034,6.677997309617034
2026-05-01,2026,5,5,嘉義市,耐斯王子大飯店,64.23,49.84886924840036,-14.381130751599642,14.381130751599642
2026-05-01,2026,5,5,高雄市,高雄圓山大飯店,47.07,68.26523899078167,21.195238990781668,21.195238990781668
2026-05-01,2026,5,5,高雄市,義大皇家酒店,41.59,46.96986797361458,5.37986797361458,5.37986797361458
2026-05-01,2026,5,5,高雄市,福容大飯店 高雄,59.43000000000001,65.13253148689503,5.702531486895026,5.702531486895026
2026-05-01,2026,5,5,高雄市,然一酒店,59.62,48.68312162823286,-10.936878371767136,10.936878371767136
2026-05-01,2026,5,5,高雄市,漢來大飯店,59.32999999999999,74.85493698422613,15.524936984226137,15.524936984226137
2026-05-01,2026,5,5,高雄市,寒軒國際大飯店,86.69,73.65938241569927,-13.030617584300728,13.030617584300728
2026-05-01,2026,5,5,金門縣,陸島酒店,72.75,44.95881076093728,-27.791189239062717,27.791189239062717
2026-05-01,2026,5,5,苗栗縣,馥藝金鬱金香酒店,66.51,53.598849165202815,-12.91115083479719,12.91115083479719
2026-05-01,2026,5,5,花蓮縣,遠雄悅來大飯店,46.44,38.41849568162256,-8.021504318377438,8.021504318377438
2026-05-01,2026,5,5,花蓮縣,美侖大飯店,57.95,36.53858617674493,-21.411413823255074,21.411413823255074
2026-05-01,2026,5,5,新竹縣,新竹喜來登大飯店,87.28,75.01194507048415,-12.268054929515856,12.268054929515856
2026-05-01,2026,5,5,花蓮縣,瑞穗天合國際觀光酒店,55.33,43.282285615482024,-12.047714384517974,12.047714384517974
2026-05-01,2026,5,5,澎湖縣,澎湖福朋喜來登酒店,70.18,54.38654783927223,-15.793452160727774,15.793452160727774
2026-05-01,2026,5,5,澎湖縣,寶華大飯店,32.04,23.944138580552277,-8.095861419447722,8.095861419447722
2026-05-01,2026,5,5,桃園市,福容徠旅 林口,84.61,83.97641008766904,-0.6335899123309616,0.6335899123309616
2026-05-01,2026,5,5,桃園市,福容大飯店   桃園,66.0,70.14150241469895,4.141502414698948,4.141502414698948
2026-05-01,2026,5,5,桃園市,桃園國際機場凱悅酒店,63.35999999999999,65.15129055379572,1.7912905537957258,1.7912905537957258
2026-05-01,2026,5,5,桃園市,桃園喜來登酒店,50.91,53.02352376976696,2.1135237697669638,2.1135237697669638
2026-05-01,2026,5,5,桃園市,尊爵天際大飯店,73.85,80.76428543690888,6.914285436908884,6.914285436908884
2026-05-01,2026,5,5,桃園市,尊爵大飯店,60.150000000000006,68.64088244544239,8.49088244544238,8.49088244544238
2026-05-01,2026,5,5,桃園市,和逸飯店桃園青埔館,77.42,75.06209815101938,-2.3579018489806174,2.3579018489806174
2026-05-01,2026,5,5,桃園市,名人堂花園大飯店,39.72,42.54607417545364,2.826074175453641,2.826074175453641
2026-05-01,2026,5,5,桃園市,古華花園飯店,82.64,86.70505611768623,4.065056117686225,4.065056117686225
2026-05-01,2026,5,5,桃園市,南方莊園渡假飯店,29.469999999999995,41.6933078133688,12.223307813368802,12.223307813368802
2026-05-01,2026,5,5,花蓮縣,太魯閣晶英酒店,38.75,27.758089187792788,-10.991910812207212,10.991910812207212
2026-05-01,2026,5,5,台東縣,知本老爺大酒店,0.0,63.73405656928561,63.73405656928561,63.73405656928561
2026-05-01,2026,5,5,台北市,台北花園大酒店,88.8,86.59140786747804,-2.2085921325219573,2.2085921325219573
2026-05-01,2026,5,5,台東縣,娜路彎大酒店,52.91,47.74463371441857,-5.1653662855814275,5.1653662855814275
2026-05-01,2026,5,5,台北市,台北寒舍喜來登大飯店,71.63,77.94296777983529,6.31296777983529,6.31296777983529
2026-05-01,2026,5,5,台北市,台北君悅酒店,79.65,76.78363888837416,-2.8663611116258494,2.8663611116258494
2026-05-01,2026,5,5,台北市,台北君品大酒店,76.9,75.14220504859458,-1.7577949514054296,1.7577949514054296
2026-05-01,2026,5,5,台北市,台北凱撒大飯店,91.15,87.23472559896649,-3.915274401033514,3.915274401033514
2026-05-01,2026,5,5,台北市,台北中山雅樂軒酒店,83.32,84.53734491388919,1.2173449138891925,1.2173449138891925
2026-05-01,2026,5,5,台北市,台北W飯店,83.78,74.7054732104732,-9.0745267895268,9.0745267895268
2026-05-01,2026,5,5,台北市,北投麗禧溫泉酒店,53.52,57.34899617391244,3.8289961739124365,3.8289961739124365
2026-05-01,2026,5,5,台北市,北投老爺酒店,66.19,73.64144537005659,7.4514453700565895,7.4514453700565895
2026-05-01,2026,5,5,台北市,兄弟大飯店,56.720000000000006,67.2974867683882,10.57748676838819,10.57748676838819
2026-05-01,2026,5,5,台北市,亞都麗緻大飯店,60.83,64.47247934517941,3.64247934517941,3.64247934517941
2026-05-01,2026,5,5,台北市,三德大飯店,57.69,54.04670562573282,-3.643294374267178,3.643294374267178
2026-05-01,2026,5,5,台北市,JR東日本大飯店台北,80.35,83.49578572219328,3.1457857221932812,3.1457857221932812
2026-05-01,2026,5,5,台中市,龍谷大飯店,23.91,22.600627193905083,-1.3093728060949168,1.3093728060949168
2026-05-01,2026,5,5,台中市,長榮桂冠酒店(台中),74.96,54.44724380007665,-20.512756199923345,20.512756199923345
2026-05-01,2026,5,5,台中市,通豪大飯店,39.01,47.46444764422753,8.454447644227535,8.454447644227535
2026-05-01,2026,5,5,台中市,裕元花園酒店,78.65,82.17628913925546,3.5262891392554536,3.5262891392554536
2026-05-01,2026,5,5,台中市,台中金典酒店,78.26,70.33213485040244,-7.927865149597565,7.927865149597565
2026-05-01,2026,5,5,台中市,台中福華大飯店,87.12,85.12383268776668,-1.9961673122333252,1.9961673122333252
2026-05-01,2026,5,5,台中市,台中港酒店,73.6,78.1649829697194,4.564982969719409,4.564982969719409
