date,year,month,horizon,city,hotel_name,actual_occupancy,predicted_occupancy,error,absolute_error
2026-06-01,2026,6,6,高雄市,寒軒國際大飯店,85.1,73.00311761873934,-12.096882381260656,12.096882381260656
2026-06-01,2026,6,6,金門縣,陸島酒店,77.09,44.280330317182866,-32.80966968281714,32.80966968281714
2026-06-01,2026,6,6,苗栗縣,馥藝金鬱金香酒店,60.65999999999999,54.72455326365774,-5.93544673634225,5.93544673634225
2026-06-01,2026,6,6,花蓮縣,遠雄悅來大飯店,55.02,42.736774526850915,-12.283225473149088,12.283225473149088
2026-06-01,2026,6,6,花蓮縣,美侖大飯店,60.0,39.66974720434175,-20.330252795658247,20.330252795658247
2026-06-01,2026,6,6,新竹縣,新竹喜來登大飯店,93.49,74.68271741391837,-18.807282586081627,18.807282586081627
2026-06-01,2026,6,6,花蓮縣,瑞穗天合國際觀光酒店,69.44,47.40409980850748,-22.035900191492516,22.035900191492516
2026-06-01,2026,6,6,澎湖縣,澎湖福朋喜來登酒店,72.5,58.146791979639694,-14.353208020360306,14.353208020360306
2026-06-01,2026,6,6,澎湖縣,寶華大飯店,28.559999999999995,25.680922695572256,-2.8790773044277387,2.8790773044277387
2026-06-01,2026,6,6,桃園市,福容徠旅 林口,85.17,83.90516212690987,-1.26483787309013,1.26483787309013
2026-06-01,2026,6,6,桃園市,福容大飯店   桃園,75.84,69.81705668381453,-6.022943316185476,6.022943316185476
2026-06-01,2026,6,6,桃園市,桃園國際機場凱悅酒店,58.4,64.6287742769792,6.228774276979202,6.228774276979202
2026-06-01,2026,6,6,桃園市,桃園喜來登酒店,41.9,51.31083065922377,9.41083065922377,9.41083065922377
2026-06-01,2026,6,6,桃園市,尊爵天際大飯店,70.83,78.05608755051641,7.226087550516411,7.226087550516411
2026-06-01,2026,6,6,桃園市,尊爵大飯店,60.89,66.2849627454141,5.394962745414105,5.394962745414105
2026-06-01,2026,6,6,桃園市,和逸飯店桃園青埔館,79.72,74.4595196704929,-5.260480329507104,5.260480329507104
2026-06-01,2026,6,6,桃園市,名人堂花園大飯店,39.4,44.372507801365096,4.972507801365097,4.972507801365097
2026-06-01,2026,6,6,桃園市,古華花園飯店,83.49,88.06509583602616,4.575095836026165,4.575095836026165
2026-06-01,2026,6,6,桃園市,南方莊園渡假飯店,35.89,40.25820521349919,4.368205213499188,4.368205213499188
2026-06-01,2026,6,6,花蓮縣,太魯閣晶英酒店,46.1,28.514291212577902,-17.5857087874221,17.5857087874221
2026-06-01,2026,6,6,台東縣,知本老爺大酒店,0.0,60.878466111867105,60.878466111867105,60.878466111867105
2026-06-01,2026,6,6,台北市,台北花園大酒店,82.41,86.10520833307078,3.695208333070781,3.695208333070781
2026-06-01,2026,6,6,台東縣,娜路彎大酒店,49.16,46.69224169230881,-2.4677583076911844,2.4677583076911844
2026-06-01,2026,6,6,台北市,台北寒舍喜來登大飯店,76.64,76.48591961139164,-0.1540803886083637,0.1540803886083637
2026-06-01,2026,6,6,台北市,台北君悅酒店,79.6,77.67218295199474,-1.9278170480052523,1.9278170480052523
