date,year,month,city,hotel_name,actual_occupancy,predicted_occupancy,error,absolute_error
2026-06-01,2026,6,台南市,趣淘漫旅,53.97,68.81957644802496,14.849576448024962,14.849576448024962
2026-01-01,2026,1,台中市,通豪大飯店,40.67,44.56097278177846,3.8909727817784585,3.8909727817784585
2026-02-01,2026,2,台中市,通豪大飯店,46.08,46.040111960175345,-0.039888039824653276,0.039888039824653276
2026-03-01,2026,3,台中市,通豪大飯店,35.08,49.044346638167994,13.964346638167996,13.964346638167996
2026-04-01,2026,4,台中市,通豪大飯店,37.92,41.37584800499097,3.455848004990969,3.455848004990969
2026-05-01,2026,5,台中市,通豪大飯店,39.01,38.89748421937639,-0.11251578062361034,0.11251578062361034
2026-06-01,2026,6,台中市,通豪大飯店,46.87,37.947691347601136,-8.922308652398861,8.922308652398861
2026-01-01,2026,1,台南市,遠百企業觀光旅館,12.9,7.783459783843753,-5.116540216156247,5.116540216156247
2026-02-01,2026,2,台南市,遠百企業觀光旅館,14.29,13.221382881783457,-1.068617118216542,1.068617118216542
2026-03-01,2026,3,台南市,遠百企業觀光旅館,11.29,15.315500727671798,4.025500727671799,4.025500727671799
2026-04-01,2026,4,台南市,遠百企業觀光旅館,15.560000000000002,14.048963427359666,-1.5110365726403359,1.5110365726403359
2026-05-01,2026,5,台南市,遠百企業觀光旅館,15.05,13.471335805906751,-1.5786641940932498,1.5786641940932498
